OGLE-2019-BLG-0420

Field          BLG612.06
StarNo         37666
RA(J2000.0)    17:28:43.59
Dec(J2000.0)   -28:28:37.0
Remarks        

  Tmax   2458597.030     0.020
  tau         12.989     0.042
  umin         0.503     0.001
  Amax         2.171     0.005
  Dmag         0.841     0.000
  fbl          1.000     0.000
  I_bl        16.799     0.000
  I0          16.799     0.000
