 37479  913.49 2091.89 19.238  2.968 16.270  21   1 0.024  396   1 0.009
 37481  790.96 2126.11 19.116  3.280 15.836  21   1 0.027  398   0 0.007
 37482  784.75 2130.47 18.984  2.824 16.160  23   0 0.027  396   1 0.010
 37483  662.98 2134.07 19.402  3.353 16.049  21   1 0.032  397   0 0.008
 37484  721.73 2141.42 19.400  2.994 16.406  22   0 0.039  397   0 0.009
 37485  647.38 2147.56 19.858  3.377 16.481  22   0 0.041  396   1 0.010
 37486  848.96 2149.80 19.348  3.395 15.953  22   0 0.055  395   2 0.007
 37487  796.82 2168.31 18.785  2.861 15.924  22   0 0.017  396   1 0.009
 37488  675.47 2168.21 18.674  2.230 16.444  23   0 0.019  397   0 0.010
 37489  791.17 2168.62 19.449  2.965 16.484  21   1 0.027  396   1 0.012
 37490  667.15 2169.37 19.312  2.969 16.343  21   1 0.035  396   1 0.009
 37491  882.86 2175.49 19.168  2.755 16.414  22   0 0.022  396   1 0.009
 37492  883.05 2183.02 19.296  3.123 16.173  22   0 0.029  396   1 0.008
 37494  581.91 2196.62 19.357  3.110 16.247  22   0 0.025  396   1 0.011
 37495  727.59 2202.97 19.276  2.952 16.324  23   0 0.048  395   2 0.019
 37496  717.54 2209.08 18.981  2.583 16.398  21   1 0.021  392   5 0.011
 37497  637.35 2213.75 19.150  2.856 16.294  22   0 0.032  397   0 0.010
 37498  693.74 2214.78 18.881  2.656 16.225  23   0 0.021  397   0 0.010
 37499  964.38 2229.27 19.500  3.043 16.457  22   0 0.040  396   1 0.011
 37500  695.27 2230.37 19.603  3.003 16.600  22   0 0.039  395   1 0.011
 37504  788.39 1998.94 19.677  2.997 16.680  22   0 0.049  396   1 0.013
 37505  590.67 2087.46 21.474  3.688 17.787  22   0 0.175  396   0 0.041
 37586  721.64 1917.19 19.542  2.896 16.646  22   0 0.034  396   1 0.012
 37587  642.44 1920.65 19.037  2.020 17.017  22   0 0.026  396   0 0.015
 37588  610.51 1925.27 20.300  2.984 17.316  22   0 0.096  394   2 0.021
 37589  946.80 1926.26 19.671  2.328 17.344  23   0 0.181  396   0 0.087
 37590  652.80 1931.58 19.660  2.865 16.796  22   0 0.052  394   3 0.013
 37591  872.18 1931.11 20.246  3.054 17.192  22   0 0.053  396   0 0.018
 37593  896.76 1934.74 19.925  3.098 16.827  22   0 0.041  397   0 0.013
 37594  945.16 1935.20 18.910  2.176 16.734  23   0 0.021  395   1 0.012
 37595  957.07 1939.58 19.819  2.918 16.901  22   0 0.043  395   1 0.015
 37596  830.21 1942.78 19.627  2.809 16.818  22   0 0.049  396   1 0.014
 37597  649.23 1957.47 19.724  3.047 16.677  22   0 0.029  395   2 0.011
 37598  631.87 1958.12 20.071  3.122 16.948  22   0 0.057  395   1 0.014
 37599  590.03 1960.92 20.051  2.821 17.230  22   0 0.045  394   2 0.019
 37601  862.64 1968.16 19.661  2.384 17.276  22   0 0.046  396   0 0.018
 37603  963.22 1974.75 19.879  2.843 17.036  22   0 0.042  396   0 0.016
 37605  691.33 1976.54 19.773  3.090 16.683  22   0 0.041  397   0 0.012
 37606  750.22 1980.14 18.995  2.179 16.816  23   0 0.049  397   1 0.077
 37607  800.25 1980.97 19.592  2.877 16.716  22   0 0.036  396   0 0.014
 37609  694.16 1989.24 20.553  3.294 17.258  22   0 0.083  396   0 0.017
 37615  579.77 1996.62 19.942  3.025 16.917  22   0 0.050  394   2 0.013
 37616  932.06 2001.70 20.113  3.342 16.771  22   0 0.043  395   1 0.014
 37618  610.89 2003.69 20.114  3.080 17.034  21   0 0.039  395   1 0.015
 37619  734.06 2008.11 19.726  2.692 17.034  22   0 0.050  396   0 0.016
 37620  864.63 2012.34 20.366  2.859 17.507  22   0 0.108  394   2 0.022
 37621  613.96 2014.77 19.838  2.852 16.986  22   0 0.049  395   1 0.014
 37622  662.86 2017.69 19.744  2.994 16.750  22   0 0.042  395   1 0.012
 37623  839.40 2018.11 20.518  3.166 17.352  23   0 0.071  394   2 0.021
 37624  873.79 2021.81 19.717  3.089 16.629  22   0 0.042  395   1 0.012
 37625  756.12 2023.70 19.905  3.004 16.901  22   0 0.071  394   2 0.026
 37626  795.14 2024.36 19.882  2.908 16.974  22   0 0.057  396   0 0.015
 37627  564.40 2025.60 19.961  3.050 16.911  22   0 0.041  395   1 0.013
 37629  894.57 2032.55 20.216  3.101 17.115  21   0 0.075  394   2 0.017
 37631  676.81 2036.35 19.872  2.834 17.038  22   0 0.069  396   0 0.016
 37634  909.21 2041.07 20.062  3.076 16.986  22   0 0.060  396   0 0.016
 37635  623.85 2048.68 19.936  2.997 16.939  22   0 0.038  395   1 0.014
 37636  905.49 2053.19 19.840  3.138 16.702  22   0 0.040  395   2 0.012
 37637  726.38 2052.93 20.474  2.921 17.553  21   0 0.066  396   0 0.024
 37638  780.26 2061.68 19.741  2.656 17.084  22   1 0.033  395   1 0.016
 37639  916.40 2062.41 19.480  2.702 16.778  22   0 0.040  395   2 0.012
 37640  789.90 2065.44 19.578  2.864 16.714  22   0 0.044  397   0 0.013
 37641  831.00 2067.05 19.932  2.980 16.951  22   0 0.061  395   1 0.014
 37642  945.25 2068.38 19.522  2.795 16.727  22   0 0.039  395   2 0.012
 37643  681.96 2076.20 19.283  2.207 17.076  22   0 0.040  394   2 0.016
 37644  687.92 2081.28 19.485  2.657 16.829  22   0 0.034  397   0 0.014
 37645  660.18 2082.17 19.822  2.922 16.899  22   0 0.039  395   1 0.014
