2457436.86298 15.110 0.003 7.89 437.0
2457439.84224 15.101 0.003 6.97 685.0
2457441.89470 15.117 0.003 4.29 909.0
2457446.81784 15.113 0.003 4.80 526.0
2457448.82513 15.102 0.003 4.87 473.0
2457451.88236 15.118 0.003 4.17 925.0
2457454.86332 15.111 0.003 5.53 401.0
2457456.88231 15.106 0.003 5.64 428.0
2457458.88904 15.107 0.003 4.68 355.0
2457461.89780 15.115 0.003 3.76 378.0
2457464.82976 15.113 0.003 5.32 481.0
2457467.80777 15.098 0.003 5.18 511.0
2457470.89348 15.113 0.003 4.71 515.0
2457472.81378 15.105 0.003 5.24 554.0
2457474.82706 15.111 0.003 5.53 550.0
2457475.85861 15.099 0.003 6.70 587.0
2457476.77880 15.104 0.003 4.40 694.0
2457480.78074 15.107 0.003 7.15 446.0
2457485.73382 15.116 0.003 7.23 368.0
2457486.83997 15.106 0.003 6.02 399.0
2457488.73507 15.109 0.003 5.32 397.0
2457491.74753 15.109 0.003 5.69 410.0
2457492.79291 15.104 0.003 4.59 385.0
2457493.78038 15.105 0.003 4.49 321.0
2457494.76699 15.107 0.003 4.76 337.0
2457495.74733 15.107 0.003 4.77 437.0
2457497.89336 15.112 0.003 5.66 434.0
2457498.91074 15.098 0.003 6.10 441.0
2457499.85447 15.107 0.003 5.41 525.0
2457500.79497 15.102 0.003 5.82 599.0
2457507.83277 15.109 0.003 4.20 483.0
2457508.88355 15.106 0.003 3.98 427.0
2457511.73006 15.108 0.003 4.93 379.0
2457516.64212 15.108 0.003 7.49 447.0
2457516.65682 15.106 0.003 7.05 410.0
2457523.89624 15.105 0.003 5.70 449.0
2457526.91043 15.108 0.003 5.99 592.0
2457530.78460 15.114 0.003 5.38 762.0
2457534.90326 15.107 0.003 3.79 2050.0
2457536.90149 15.109 0.003 4.95 954.0
2457546.76490 15.103 0.003 5.37 362.0
2457547.69497 15.108 0.003 6.40 336.0
2457548.93037 15.119 0.003 5.93 615.0
2457549.92577 15.114 0.003 7.42 459.0
2457550.90510 15.109 0.003 5.72 604.0
2457555.64767 15.111 0.003 5.42 499.0
2457557.58752 15.111 0.003 5.84 694.0
2457561.76015 15.110 0.003 4.51 672.0
2457566.61612 15.100 0.003 6.79 421.0
2457567.55006 15.114 0.003 6.30 544.0
2457567.87000 15.112 0.003 6.13 609.0
2457569.56150 15.105 0.003 6.54 389.0
2457570.71279 15.118 0.003 5.20 313.0
2457575.70624 15.110 0.003 4.87 317.0
2457576.71583 15.106 0.003 5.36 325.0
2457579.75553 15.114 0.003 5.56 368.0
2457584.63438 15.115 0.003 5.59 449.0
