 14066  516.89 2015.10 15.623  2.349 13.274  80   0 0.007  990   0 0.005
 14096  491.63 2028.70 16.658  2.297 14.360  78   2 0.008  990   0 0.009
 14100  544.33 2070.69 16.650  2.417 14.233  80   0 0.007  988   2 0.004
 14106  541.93 2132.48 16.891  2.652 14.239  79   1 0.008  989   1 0.005
 14114  547.36 2197.78 15.149  1.145 14.004  79   1 0.004  990   0 0.005
 14166  513.79 1884.03 17.755  1.980 15.775  80   0 0.013  987   3 0.007
 14186  510.15 1952.01 17.636  2.004 15.631  80   0 0.011  988   2 0.007
 14189  508.64 1961.56 16.092  1.197 14.895  80   0 0.005  989   1 0.004
 14200  504.02 1991.59 17.825  2.119 15.707  80   0 0.011  990   0 0.006
 14210  497.31 2037.45 17.540  1.991 15.549  80   0 0.010  989   1 0.007
 14216  509.63 2063.47 17.432  1.828 15.604  79   1 0.011  990   0 0.009
 14217  494.28 2067.56 17.540  1.866 15.674  78   2 0.011  990   0 0.018
 14231  544.88 2150.58 17.855  2.120 15.735  79   1 0.012  987   3 0.008
 14234  520.00 2164.15 17.804  2.181 15.623  80   0 0.010  990   0 0.007
 14235  510.32 2166.91 17.474  1.762 15.712  80   0 0.009  987   3 0.007
 14265  512.44 2064.91 17.816  1.979 15.837  79   1 0.016  990   0 0.010
 14324  522.57 1867.69 18.023  2.157 15.866  80   0 0.014  989   1 0.009
 14339  513.81 1899.57 17.679  1.340 16.339  80   0 0.011  990   0 0.010
 14352  543.14 1945.19 18.224  9.999 99.999  80   0 0.022    0   0 9.999
 14363  532.00 2002.78 18.391  1.837 16.555  80   0 0.017  988   2 0.012
 14373  496.10 2032.56 18.285  2.173 16.112  79   1 0.022  989   1 0.013
 14377  544.91 2060.40 18.376  2.008 16.368  80   0 0.018  990   0 0.013
 14388  518.19 2117.90 18.693  2.133 16.560  78   0 0.023  988   2 0.011
 14399  514.31 2178.63 18.409  2.205 16.204  80   0 0.020  989   1 0.010
 14408  530.22 2213.97 18.192  1.942 16.250  80   0 0.019  987   3 0.012
 14411  524.31 2241.17 18.288  2.079 16.209  80   0 0.024  988   2 0.013
 14423  543.86 1941.85 19.467  9.999 99.999  80   0 0.059    0   0 9.999
 14495  508.81 1903.48 18.655  1.922 16.733  79   0 0.024  989   1 0.014
 14515  548.09 1960.89 18.931  9.999 99.999  78   0 0.046    0   0 9.999
 14516  547.50 1955.35 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 14519  495.39 1964.26 18.974  1.510 17.465  79   0 0.033  989   0 0.036
 14529  515.70 1992.18 18.706  1.503 17.202  79   0 0.022  985   4 0.019
 14538  496.17 2025.19 99.999  9.999 17.473   0   0 9.999  988   2 0.037
 14539  512.67 2028.60 18.951  1.857 17.093  78   0 0.026  987   3 0.021
 14550  513.41 2057.72 18.624  1.462 17.162  79   1 0.021  988   2 0.021
 14564  511.01 2097.99 18.688  1.506 17.182  80   0 0.018  989   1 0.017
 14570  508.21 2122.63 18.490  1.437 17.052  79   1 0.018  990   0 0.015
 14586  494.59 2149.25 18.568  1.419 17.150  77   2 0.027  989   0 0.086
 14587  517.12 2149.60 19.295  2.013 17.282  78   0 0.029  989   1 0.019
 14602  508.24 2187.91 19.544  2.083 17.461  78   0 0.053  990   0 0.047
 14616  541.85 2224.56 18.634  1.823 16.811  79   0 0.023  988   2 0.014
 14646  509.66 1999.45 99.999  9.999 18.964   0   0 9.999  988   1 0.095
 14650  549.52 2093.76 19.696  1.342 18.354  78   0 0.057  987   2 0.048
 14812  504.17 1867.71 19.108  1.530 17.578  78   0 0.029  986   2 0.024
 14818  517.72 1876.52 99.999  9.999 17.648   0   0 9.999  988   0 0.027
 14820  492.30 1876.91 19.700  1.541 18.160  77   1 0.077  990   0 0.099
 14831  545.40 1884.94 19.226  1.765 17.461  78   0 0.030  989   0 0.022
 14838  502.29 1888.88 19.055  1.534 17.522  77   1 0.032  988   1 0.024
 14859  518.14 1908.37 19.328  1.318 18.010  80   0 0.035  988   1 0.036
 14864  533.65 1914.54 99.999  9.999 17.894   0   0 9.999  987   1 0.032
 14883  513.65 1937.42 19.885  1.831 18.054  79   0 0.057  988   0 0.040
 14888  503.16 1944.51 19.435  1.665 17.770  79   0 0.043  988   0 0.050
 14891  533.39 1944.31 19.718  1.671 18.047  78   0 0.052  984   4 0.051
 14895  492.35 1946.54 99.999  9.999 17.840   0   0 9.999  989   0 0.111
 14896  506.67 1947.28 19.212  1.556 17.656  80   0 0.039  989   1 0.036
 14900  545.17 1950.50 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 14931  513.04 1976.12 19.358  1.535 17.823  77   1 0.034  986   3 0.033
 14938  503.40 1980.04 19.831  1.637 18.194  78   0 0.059  988   0 0.042
 14943  520.94 1982.45 19.582  1.368 18.214  77   1 0.041  988   0 0.044
 14952  495.03 1994.12 19.782  1.710 18.072  78   0 0.068  989   0 0.068
 14954  538.41 1994.71 19.834  1.722 18.112  79   0 0.048  987   0 0.040
 14980  538.66 2016.67 19.693  1.632 18.061  78   0 0.053  987   2 0.040
 14988  510.30 2019.92 99.999  9.999 18.593   0   0 9.999  988   0 0.137
 15032  534.72 2062.31 20.156  1.966 18.190  78   0 0.065  986   2 0.049
 15040  520.69 2071.20 19.580  1.494 18.086  78   0 0.045  988   1 0.042
 15051  549.98 2078.81 19.657  1.570 18.086  78   0 0.045  988   1 0.053
 15059  508.85 2083.10 19.914  1.899 18.016  79   0 0.064  987   1 0.033
 15068  521.40 2095.20 19.768  1.513 18.255  77   1 0.041  987   1 0.043
 15070  491.05 2098.44 19.506  1.679 17.827  75   3 0.029  989   0 0.185
 15079  492.77 2104.11 19.748  1.635 18.113  76   2 0.077  989   0 0.195
 15080  505.89 2105.23 19.114  1.568 17.546  79   0 0.033  986   2 0.022
 15082  522.91 2106.57 19.913  1.616 18.297  78   0 0.053  986   2 0.045
 15085  535.07 2110.35 19.314  1.565 17.749  78   0 0.036  988   1 0.029
 15090  509.40 2113.01 19.771  1.662 18.109  78   0 0.047  988   0 0.037
 15099  549.04 2126.55 99.999  9.999 18.211   0   0 9.999  969   0 0.147
 15111  507.30 2130.49 19.736  1.657 18.079  78   0 0.053  987   1 0.037
 15116  549.48 2137.42 20.452  2.722 17.730  79   0 0.121  989   1 0.118
 15129  509.97 2145.81 20.050  1.826 18.224  79   0 0.063  987   1 0.042
 15131  501.34 2147.05 19.856  1.485 18.370  76   2 0.055  989   0 0.046
 15140  492.93 2163.03 20.039  1.837 18.202  75   3 0.056  989   0 0.309
 15141  501.39 2165.05 19.754  1.967 17.787  78   0 0.054  987   2 0.033
 15153  494.92 2172.22 19.837  1.866 17.971  76   2 0.071  989   0 0.162
 15157  501.92 2178.29 19.781  1.597 18.184  78   0 0.066  989   0 0.043
 15166  529.66 2185.65 19.843  1.892 17.952  79   0 0.076  987   1 0.040
 15192  533.22 2218.25 19.574  1.608 17.966  78   0 0.064  986   3 0.052
 15199  528.24 2227.47 19.855  1.671 18.184  78   0 0.087  989   0 0.063
